Date,New Deaths,New Cases
14-Dec-18,2271.143,28021.43
13-Dec-18,2271.143,28021.43
12-Dec-18,2271.143,28021.43
11-Dec-18,2271.143,28021.43
10-Dec-18,2271.143,28021.43
7-Dec-18,2271.143,28021.43
6-Dec-18,1984.143,31310.285
4-Dec-18,1984.143,31310.285
3-Dec-18,1984.143,31310.285
30-Nov-18,1984.143,31310.285
29-Nov-18,1984.143,31310.285
28-Nov-18,1984.143,31310.285
27-Nov-18,1984.143,31310.285
26-Nov-18,948.857,25164.43
23-Nov-18,948.857,25164.43
21-Nov-18,948.857,25164.43
20-Nov-18,948.857,25164.43
19-Nov-18,948.857,25164.43
16-Nov-18,948.857,25164.43
15-Nov-18,948.857,25164.43
14-Nov-18,247.429,13556.286
13-Nov-18,247.429,13556.286
12-Nov-18,247.429,13556.286
9-Nov-18,247.429,13556.286
8-Nov-18,247.429,13556.286
7-Nov-18,247.429,13556.286
6-Nov-18,247.429,13556.286
5-Nov-18,43.571,3926.571
2-Nov-18,43.571,3926.571
1-Nov-18,43.571,3926.571
31-Oct-18,43.571,3926.571
30-Oct-18,43.571,3926.571
29-Oct-18,43.571,3926.571
26-Oct-18,43.571,3926.571
25-Oct-18,7.143,495
24-Oct-18,7.143,495
23-Oct-18,7.143,495
22-Oct-18,7.143,495
19-Oct-18,7.143,495
18-Oct-18,7.143,495
17-Oct-18,7.143,495
16-Oct-18,2.571,55.857
15-Oct-18,2.571,55.857
12-Oct-18,2.571,55.857
11-Oct-18,2.571,55.857
10-Oct-18,2.571,55.857
9-Oct-18,2.571,55.857
8-Oct-18,2.571,55.857
5-Oct-18,0.143,4.714
4-Oct-18,0.143,4.714
3-Oct-18,0.143,4.714
2-Oct-18,0.143,4.714
1-Oct-18,0.143,4.714
28-Sep-18,0.143,4.714
27-Sep-18,0.143,4.714
26-Sep-18,0,2.286
25-Sep-18,0,2.286
24-Sep-18,0,2.286
21-Sep-18,0,2.286
20-Sep-18,0,2.286
19-Sep-18,0,2.286
18-Sep-18,0,2.286
17-Sep-18,0,0.571
14-Sep-18,0,0.571
13-Sep-18,0,0.571
12-Sep-18,0,0.571
11-Sep-18,0,0.571
10-Sep-18,0,0.571
7-Sep-18,0,0.571
6-Sep-18,0,1.571
5-Sep-18,0,1.571
4-Sep-18,0,1.571
31-Aug-18,0,1.571
30-Aug-18,0,1.571
29-Aug-18,0,1.571
28-Aug-18,0,1.571
27-Aug-18,0,0.286
24-Aug-18,0,0.286
23-Aug-18,0,0.286
22-Aug-18,0,0.286
21-Aug-18,0,0.286
20-Aug-18,0,0.286
17-Aug-18,0,0.286
16-Aug-18,0,1
15-Aug-18,0,1
14-Aug-18,0,1
13-Aug-18,0,1
10-Aug-18,0,1
9-Aug-18,0,1
8-Aug-18,0,1
7-Aug-18,0,0
6-Aug-18,0,0
3-Aug-18,0,0
2-Aug-18,0,0
1-Aug-18,0,0
31-Jul-18,0,0
30-Jul-18,0,0
27-Jul-18,0,0
26-Jul-18,0,0
25-Jul-18,0,0
24-Jul-18,0,0
23-Jul-18,0,0
20-Jul-18,0,0
19-Jul-18,0,0
18-Jul-18,0,0
17-Jul-18,0,0
16-Jul-18,,
13-Jul-18,,
12-Jul-18,,
11-Jul-18,,
10-Jul-18,,
9-Jul-18,,
6-Jul-18,,
5-Jul-18,,
3-Jul-18,,
2-Jul-18,,
29-Jun-18,,
28-Jun-18,,
27-Jun-18,,
26-Jun-18,,
25-Jun-18,,
22-Jun-18,,
21-Jun-18,,
20-Jun-18,,
19-Jun-18,,
18-Jun-18,,
15-Jun-18,,
14-Jun-18,,
13-Jun-18,,
12-Jun-18,,
11-Jun-18,,
8-Jun-18,,
7-Jun-18,,
6-Jun-18,,
5-Jun-18,,
4-Jun-18,,
1-Jun-18,,
31-May-18,,
30-May-18,,
29-May-18,,
25-May-18,,
24-May-18,,
23-May-18,,
22-May-18,,
21-May-18,,
18-May-18,,
17-May-18,,
16-May-18,,
15-May-18,,
14-May-18,,
11-May-18,,
10-May-18,,
9-May-18,,
8-May-18,,
7-May-18,,
4-May-18,,
3-May-18,,
2-May-18,,
1-May-18,,
